champ_name,top,jungle,mid,adc,support,build,runes
quinn,"[['Camille', 'Tryndamere', 'Illaoi', 'Dr. Mundo', ""Cho'Gath"", 'Kayle', 'Olaf', 'Ryze', 'Akali', 'Zac', 'Sylas'], ['Aatrox', 'Garen', 'Nasus', 'Darius', 'Renekton', 'Sett', 'Jayce', 'Mordekaiser', 'Riven', 'Smolder', 'Jax', 'Irelia', 'Volibear', 'Ornn', 'Gangplank', 'Vladimir', 'Gwen', 'Yorick', 'Aurora', ""K'Sante"", 'Sion', 'Wukong', 'Rumble', 'Yasuo', 'Shen', 'Vayne', 'Varus', 'Kled', 'Poppy', 'Warwick', 'Singed', 'Cassiopeia'], ['Malphite', 'Yone', 'Pantheon', 'Teemo', 'Urgot']]",,,,,"['Profane Hydra', 'Opportunity', 'Edge of Night']",
rakan,,,,,"[['Senna', 'Nami', 'Rell', 'Seraphine', 'Poppy', 'Bard', 'Soraka', 'Zilean', ""Vel'Koz"", 'Maokai', 'Taric', 'Renata Glasc', 'LeBlanc', 'Fiddlesticks', 'Zoe'], ['Braum', 'Blitzcrank', 'Yuumi', 'Shaco', 'Pantheon', 'Hwei', 'Tahm Kench', 'Amumu', 'Ashe', 'Camille', 'Shen'], ['Thresh', 'Pyke', 'Leona', 'Nautilus', 'Karma', 'Lulu', 'Alistar', 'Lux', 'Janna', 'Zyra', 'Sona', 'Zac']]","[""Zeke's Convergence"", 'Locket of the Iron Solari', ""Knight's Vow""]",
rammus,,"[['Lillia', 'Amumu', 'Briar', 'Jarvan IV', 'Brand', ""Bel'Veth"", 'Udyr', 'Ekko', 'Volibear', 'Xin Zhao', 'Fiddlesticks', 'Wukong', 'Taliyah', 'Skarner', 'Sylas', 'Talon', ""Rek'Sai""], ['Master Yi', 'Viego', ""Kha'Zix"", 'Kayn', 'Diana', 'Vi', 'Nidalee', 'Warwick', 'Sejuani', 'Evelynn', 'Karthus', 'Elise', 'Nunu & Willump', 'Gwen', 'Ivern'], ['Lee Sin', 'Nocturne', 'Graves', 'Kindred', 'Hecarim', 'Shyvana', 'Rengar', 'Gragas', 'Zed']]",,,,"['Thornmail', 'Sunfire Aegis', ""Jak'Sho, The Protean""]",
reksai,,"[['Graves', 'Shaco', 'Udyr', 'Zac', 'Master Yi', 'Nunu & Willump', 'Fiddlesticks', 'Taliyah', 'Talon', 'Sylas'], ['Lee Sin', 'Lillia', 'Nidalee', 'Vi', 'Ekko', 'Diana', 'Shyvana', 'Briar', 'Rengar', 'Sejuani', ""Bel'Veth"", 'Evelynn', 'Brand', 'Gragas', 'Skarner', 'Karthus', 'Zed', 'Gwen', 'Rammus', 'Qiyana'], ['Viego', ""Kha'Zix"", 'Kayn', 'Jarvan IV', 'Amumu', 'Hecarim', 'Kindred', 'Volibear', 'Elise', 'Warwick', 'Wukong', 'Ivern', 'Maokai', 'Poppy']]",,,,"['Stridebreaker', 'Black Cleaver', ""Sterak's Gage""]",
rell,,,,,"[['Senna', 'Poppy', 'Nami', 'Milio', 'Janna', 'Maokai', ""Vel'Koz"", 'Brand', 'Swain', 'Hwei', 'Amumu', 'Shen', 'LeBlanc'], ['Nautilus', 'Alistar', 'Yuumi', 'Rakan', 'Lux', 'Bard', 'Zyra', 'Shaco', 'Renata Glasc', 'Ashe'], ['Leona', 'Braum', 'Pyke', 'Blitzcrank', 'Seraphine', 'Morgana', 'Neeko', 'Tahm Kench', 'Zac', 'Fiddlesticks', 'Zoe']]","[""Zeke's Convergence"", 'Locket of the Iron Solari', ""Knight's Vow""]",
rell,,"[[], [], []]",,,,"['Sunfire Aegis', 'Thornmail', 'Frozen Heart']",
renata,,,,,"[['Senna', 'Leona', 'Nami', 'Milio', 'Karma', 'Rell', 'Blitzcrank', 'Janna', 'Seraphine', 'Soraka', 'Xerath', 'Zilean', 'Brand', 'Taric', 'Pantheon', 'Tahm Kench', 'Amumu', ""Vel'Koz""], ['Thresh', 'Nautilus', 'Pyke', 'Braum', 'Rakan', 'Poppy', 'Neeko'], ['Lulu', 'Alistar', 'Bard', 'Morgana', 'Maokai', 'Swain', 'Hwei']]","['Locket of the Iron Solari', 'Redemption', ""Knight's Vow""]",
renekton,"[['Garen', 'Darius', 'Ornn', 'Illaoi', 'Tryndamere', 'Dr. Mundo', 'Gragas', 'Olaf', 'Urgot', ""Cho'Gath"", 'Aurora', 'Poppy', 'Quinn', 'Warwick', 'Kayle', 'Zac', 'Vayne', 'Trundle', 'Heimerdinger', 'Cassiopeia'], ['Yone', 'Riven', 'Jax', 'Irelia', 'Smolder', 'Malphite', 'Gangplank', 'Akali', 'Tahm Kench', 'Udyr'], ['Sett', ""K'Sante"", 'Jayce', 'Gnar', 'Wukong', 'Yasuo', 'Rumble', 'Sion', 'Singed']]",,,,,"['Eclipse', 'Black Cleaver', ""Sterak's Gage""]",
rengar,,"[['Amumu', 'Hecarim', 'Nocturne', 'Udyr', 'Master Yi', 'Briar', 'Ekko', 'Nunu & Willump', 'Warwick', 'Wukong', 'Skarner', ""Rek'Sai"", 'Zyra', 'Maokai'], ['Shaco', 'Kindred', 'Zac', 'Fiddlesticks', ""Bel'Veth"", 'Brand', 'Gragas', 'Elise', 'Talon', 'Karthus', 'Poppy', 'Taliyah', 'Morgana', 'Qiyana'], [""Kha'Zix"", 'Lee Sin', 'Viego', 'Lillia', 'Kayn', 'Vi', 'Nidalee', 'Xin Zhao', 'Zed', 'Rammus']]",,,,"['Profane Hydra', 'Infinity Edge', ""Lord Dominik's Regards""]",
riven,"[['Renekton', 'Camille', 'Volibear', 'Vladimir', 'Illaoi', 'Tryndamere', ""Cho'Gath"", 'Poppy', 'Urgot', 'Pantheon', 'Warwick', 'Quinn', 'Singed', 'Vayne', 'Heimerdinger', 'Cassiopeia'], ['Darius', 'Yone', 'Jax', ""K'Sante"", 'Ornn', 'Gangplank', 'Jayce', 'Gragas', 'Smolder', 'Dr. Mundo', 'Gnar', 'Shen', 'Sion', 'Tahm Kench', 'Rumble', 'Olaf', 'Aurora', 'Kled', 'Yasuo', 'Teemo', 'Trundle', 'Zac', 'Ryze', 'Udyr', 'Zed', 'Sylas'], ['Aatrox', 'Nasus', 'Sett', 'Fiora', 'Mordekaiser', 'Gwen', 'Irelia', 'Yorick', 'Wukong', 'Kayle', 'Akali']]",,,,,"['Eclipse', 'Sundered Sky', ""Death's Dance""]",
rumble,"[['Darius', 'Jayce', 'Sett', 'Camille', 'Volibear', 'Mordekaiser', 'Gnar', 'Riven', 'Fiora', 'Dr. Mundo', 'Jax', 'Irelia', 'Gwen', 'Yorick', 'Teemo', 'Tryndamere', 'Illaoi', 'Urgot', 'Kled', 'Quinn', 'Udyr', 'Singed'], ['Yone', 'Smolder', 'Kennen', 'Gragas', 'Ryze', 'Wukong', 'Aurora', 'Tahm Kench', 'Poppy', 'Akali', 'Warwick', 'Yasuo', 'Varus', 'Zac', 'Zed', 'Vayne', 'Sylas'], ['Aatrox', 'Nasus', 'Garen', ""K'Sante"", 'Malphite', 'Gangplank', 'Shen', ""Cho'Gath"", 'Trundle', 'Cassiopeia']]",,,,,"[""Liandry's Torment"", 'Shadowflame', ""Zhonya's Hourglass""]",
ryze,,,"[['Lissandra', 'Syndra', 'Orianna', 'Malzahar', 'Galio', 'Cassiopeia', 'Anivia', 'Zoe', 'Naafiri', 'Annie', 'Swain', 'Pantheon', 'Kennen', 'Quinn', 'Gragas', 'Rumble'], ['Sylas', 'LeBlanc', 'Zed', 'Yasuo', 'Smolder', 'Ahri', 'Aurora', 'Vladimir', 'Azir', 'Nasus', 'Aurelion Sol', 'Fizz', 'Corki', 'Kassadin', 'Qiyana', 'Ekko', 'Ziggs', 'Taliyah', 'Brand', 'Lucian', 'Tristana', ""Vel'Koz"", 'Jayce', 'Zeri', 'Kayle', 'Malphite'], ['Yone', 'Hwei', 'Akali', 'Twisted Fate', 'Veigar', 'Talon', 'Diana', 'Garen', 'Akshan', 'Varus']]",,,"['Tear of the Goddess', 'Rod of Ages', ""Seraph's Embrace"", ""Rabadon's Deathcap""]",
ryze,"[['Aatrox', 'Yone', 'Rumble', 'Irelia', 'Fiora', 'Jax', 'Gwen', 'Dr. Mundo', 'Riven', 'Gnar', 'Aurora', 'Sion', 'Yorick', 'Yasuo', 'Pantheon', 'Kled', 'Poppy', 'Warwick', 'Wukong', 'Zed', 'Heimerdinger'], ['Nasus', 'Darius', 'Jayce', 'Smolder', 'Volibear', 'Teemo', 'Sett', 'Ornn', 'Gangplank', 'Malphite', 'Akali', 'Quinn', 'Singed', 'Tahm Kench', 'Zac', 'Varus', 'Sylas'], ['Garen', 'Vladimir', 'Mordekaiser', 'Renekton', ""K'Sante"", 'Kennen', 'Shen', 'Urgot', 'Tryndamere', ""Cho'Gath"", 'Vayne']]",,,,,"['Tear of the Goddess', 'Rod of Ages', ""Seraph's Embrace"", ""Rabadon's Deathcap""]",
samira,,,,"[['Jhin', 'Jinx', 'Xayah', 'Ziggs', 'Nilah', ""Kog'Maw"", 'Brand', 'Swain'], ['Caitlyn', 'Vayne', 'Sivir', 'Kalista', 'Seraphine'], [""Kai'Sa"", 'Varus', 'Draven', 'Ashe', 'Aphelios', 'Twitch', 'Yasuo']]",,"['The Collector', 'Infinity Edge', ""Lord Dominik's Regards""]",
sejuani,,"[['Lillia', 'Viego', ""Kha'Zix"", 'Amumu', 'Graves', 'Jarvan IV', 'Nidalee', 'Nocturne', 'Shaco', 'Shyvana', 'Udyr', 'Ekko', 'Zac', 'Briar', 'Brand', 'Xin Zhao', 'Nunu & Willump', 'Warwick', ""Bel'Veth"", 'Zed', 'Skarner', 'Rammus', 'Talon', ""Rek'Sai"", 'Maokai', 'Morgana', 'Qiyana', 'Jax'], ['Vi', 'Master Yi', 'Wukong', 'Sylas'], ['Diana', 'Kindred', 'Volibear', 'Fiddlesticks', 'Rengar', 'Gragas', 'Elise', 'Taliyah', 'Ivern']]",,,,"[""Zeke's Convergence"", ""Warmog's Armor"", 'Thornmail']",
senna,,,,"[['Jhin', 'Miss Fortune', 'Jinx', 'Caitlyn', 'Ezreal', 'Draven', 'Lucian', 'Zeri', 'Ashe'], [], [""Kai'Sa""]]",,"['Blade of The Ruined King', ""Runaan's Hurricane"", 'Black Cleaver']",
senna,,,,,"[['Shaco', 'Amumu'], ['Nautilus', 'Karma', 'Lulu', 'Lux', 'Yuumi', 'Rell', 'Braum', 'Rakan', 'Alistar', 'Morgana', 'Brand', 'Pantheon', 'Neeko', 'Swain', 'Ashe', 'Renata Glasc', 'Camille', 'Shen'], ['Thresh', 'Leona', 'Seraphine', 'Blitzcrank', 'Milio', 'Xerath', 'Soraka', 'Janna', 'Zyra', 'Poppy', 'Sona', 'Zilean', ""Vel'Koz"", 'Maokai', 'Hwei', 'Tahm Kench', 'LeBlanc', 'Fiddlesticks', 'Zoe']]","['Echoes of Helia', 'Moonstone Renewer', 'Dawncore']",
seraphine,,,"[['Syndra', 'Yasuo', 'Zed', 'Lux', 'Katarina', 'Ahri', 'LeBlanc', 'Akali', 'Ryze', 'Galio'], ['Yone', 'Malzahar', 'Xerath'], ['Hwei', 'Sylas', 'Aurora']]",,,"['Tear of the Goddess', 'Blackfire Torch', ""Seraph's Embrace"", ""Liandry's Torment""]",
seraphine,,,,,"[['Milio', 'Yuumi', 'Xerath', 'Bard', 'Poppy', 'Sona', ""Vel'Koz"", 'Zilean', 'Neeko', 'Shaco', 'Tahm Kench', 'Shen'], ['Nautilus', 'Rakan', 'Morgana', 'Pantheon', 'Swain', 'Ashe', 'Renata Glasc', 'Camille', 'LeBlanc', 'Zac', 'Fiddlesticks', 'Zoe'], ['Karma', 'Blitzcrank', 'Rell', 'Braum', 'Soraka', 'Alistar', 'Zyra', 'Brand', 'Maokai', 'Taric', 'Amumu']]","['Echoes of Helia', 'Moonstone Renewer', 'Redemption']",
sett,"[['Aatrox', 'Volibear', 'Riven', 'Gragas', 'Warwick', 'Poppy', 'Quinn', 'Vayne', 'Singed', 'Trundle', 'Udyr', 'Zed', 'Ryze'], ['Garen', 'Darius', 'Yone', 'Fiora', 'Dr. Mundo', 'Yorick', 'Smolder', 'Gnar', ""Cho'Gath"", 'Jayce', 'Tahm Kench', 'Gangplank', 'Urgot', 'Rumble', 'Yasuo', 'Akali', 'Varus', 'Heimerdinger', 'Cassiopeia'], ['Renekton', 'Nasus', 'Camille', 'Illaoi', 'Ornn', 'Jax', 'Irelia', 'Sion', 'Tryndamere', 'Pantheon', 'Kayle', 'Teemo', 'Sylas']]",,,,,"['Stridebreaker', 'Hullbreaker', ""Overlord's Bloodmail""]",
shaco,,"[['Lillia', 'Nocturne', 'Hecarim', 'Shyvana', 'Briar', 'Rengar', 'Nunu & Willump', 'Xin Zhao', 'Wukong', ""Bel'Veth"", 'Talon', 'Gragas', 'Skarner', 'Morgana', 'Qiyana', 'Poppy'], ['Lee Sin', 'Kindred', 'Warwick', 'Fiddlesticks', 'Sejuani', 'Brand', 'Zed', ""Rek'Sai"", 'Sylas', 'Taliyah', 'Maokai', 'Jax'], [""Kha'Zix"", 'Viego', 'Amumu', 'Graves', 'Kayn', 'Jarvan IV', 'Diana', 'Vi', 'Master Yi', 'Zac', 'Evelynn', 'Karthus', 'Elise', 'Ivern', 'Gwen', 'Rammus']]",,,,"['Profane Hydra', 'Voltaic Cyclosword', 'Opportunity']",
shen,"[['Garen', 'Mordekaiser', 'Riven', 'Gangplank', 'Gnar', 'Poppy', 'Kled', 'Kayle', 'Teemo', 'Singed', 'Quinn', 'Ryze', 'Cassiopeia'], ['Nasus', 'Yone', ""K'Sante"", 'Smolder', 'Ornn', 'Yorick', 'Tryndamere', 'Malphite', 'Irelia', 'Wukong', 'Gragas', ""Cho'Gath"", 'Jayce', 'Urgot', 'Kennen', 'Aurora', 'Trundle', 'Yasuo', 'Warwick', 'Sylas', 'Udyr', 'Varus', 'Zed'], ['Sett', 'Renekton', 'Gwen', 'Jax', 'Volibear', 'Dr. Mundo', 'Sion', 'Pantheon', 'Zac', 'Heimerdinger']]",,,,,"['Sunfire Aegis', 'Thornmail', 'Kaenic Rookern']",
shyvana,,"[['Lillia', 'Viego', 'Udyr', 'Master Yi', 'Kindred', 'Briar', 'Brand', 'Xin Zhao', 'Gragas', 'Evelynn', 'Gwen', ""Rek'Sai"", 'Skarner', 'Zyra'], ['Graves', 'Hecarim', 'Shaco', 'Sejuani', 'Wukong', 'Karthus', ""Bel'Veth"", 'Elise', 'Ivern', 'Sylas', 'Talon', 'Morgana', 'Qiyana', 'Jax'], ['Nocturne', 'Kayn', 'Diana', 'Vi', 'Nidalee', 'Volibear', 'Nunu & Willump', 'Rengar', 'Fiddlesticks', 'Zed', 'Maokai']]",,,,"['Spear of Shojin', ""Liandry's Torment"", 'Riftmaker']",
singed,"[['Garen', 'Volibear', 'Yorick', 'Tryndamere', 'Vladimir', 'Urgot', 'Pantheon', 'Warwick', 'Teemo', 'Tahm Kench', 'Ryze', 'Quinn', 'Udyr'], ['Aatrox', 'Darius', 'Sett', 'Smolder', 'Yone', 'Fiora', 'Riven', 'Jax', 'Dr. Mundo', ""K'Sante"", 'Sion', 'Ornn', 'Illaoi', 'Malphite', 'Gnar', 'Shen', 'Aurora', 'Kennen', 'Yasuo', 'Rumble', 'Akali', 'Trundle', 'Olaf', 'Zed'], ['Nasus', 'Mordekaiser', 'Renekton', 'Gwen', 'Irelia', 'Gragas', ""Cho'Gath"", 'Kled']]",,,,,"[""Liandry's Torment"", ""Rylai's Crystal Scepter"", ""Dead Man's Plate""]",
sion,"[['Aatrox', 'Darius', 'Sett', 'Camille', 'Gwen', 'Volibear', 'Fiora', 'Yone', 'Dr. Mundo', 'Riven', 'Tryndamere', 'Urgot', 'Tahm Kench', 'Aurora', 'Trundle', 'Warwick', 'Kled', 'Quinn', 'Sylas'], ['Malphite', 'Jayce', 'Teemo', 'Gnar', 'Vladimir', 'Gragas', 'Pantheon', 'Wukong', 'Kennen', 'Olaf', 'Akali', 'Yasuo', 'Vayne', 'Zac', 'Ryze', 'Udyr', 'Varus', 'Heimerdinger', 'Cassiopeia'], ['Nasus', 'Garen', 'Illaoi', ""K'Sante"", 'Jax', 'Irelia', 'Shen', 'Rumble', 'Zed']]",,,,,"['Sunfire Aegis', 'Heartsteel', 'Thornmail']",
sivir,,,,"[['Miss Fortune', 'Jinx', 'Ashe', 'Draven', 'Samira', 'Twitch', ""Kog'Maw"", 'Seraphine', 'Nilah', 'Brand'], ['Caitlyn', 'Ezreal', 'Tristana', 'Yasuo'], [""Kai'Sa"", 'Smolder', 'Varus', 'Lucian', 'Zeri', 'Ziggs', 'Vayne', 'Aphelios', 'Xayah', 'Swain']]",,"['Essence Reaver', 'Navori Flickerblade', 'Infinity Edge']",
skarner,,"[['Lillia', 'Amumu', 'Kayn', 'Udyr', 'Zac', ""Bel'Veth"", 'Volibear', 'Xin Zhao', 'Elise', 'Gragas', ""Rek'Sai"", 'Ivern'], ['Lee Sin', ""Kha'Zix"", 'Graves', 'Jarvan IV', 'Vi', 'Nidalee', 'Kindred', 'Shaco', 'Diana', 'Master Yi', 'Rengar', 'Shyvana', 'Nunu & Willump', 'Brand', 'Sejuani', 'Fiddlesticks', 'Karthus', 'Evelynn', 'Gwen', 'Talon', 'Taliyah', 'Sylas', 'Rammus', 'Zed', 'Maokai'], ['Viego', 'Nocturne', 'Ekko', 'Briar', 'Warwick', 'Wukong', 'Zyra']]",,,,"['Heartsteel', 'Sunfire Aegis', 'Thornmail']",
sona,,,,,"[['Thresh', 'Blitzcrank', 'Tahm Kench', 'Hwei'], ['Milio', 'Nautilus', 'Lulu', 'Seraphine', 'Soraka', 'Lux', 'Yuumi', 'Braum', 'Bard', 'Alistar', 'Xerath', ""Vel'Koz"", 'Brand', 'Maokai', 'Shaco', 'Swain', 'LeBlanc', 'Ashe', 'Camille'], ['Karma', 'Pyke', 'Rell', 'Morgana', 'Pantheon', 'Neeko', 'Renata Glasc']]","['Echoes of Helia', 'Moonstone Renewer', 'Staff of Flowing Water']",
soraka,,,,,"[['Yuumi', 'Blitzcrank', 'Sona', 'Morgana', 'Poppy', 'Zilean', 'Camille', 'Zac', 'Fiddlesticks'], ['Nautilus', 'Karma', 'Xerath', 'Rakan', 'Alistar', 'Brand', 'Pantheon', 'Taric', 'Swain', 'Hwei', 'Renata Glasc', 'Ashe', 'Amumu', 'LeBlanc', 'Zoe'], ['Nami', 'Lulu', 'Leona', 'Pyke', 'Seraphine', 'Lux', 'Janna', 'Rell', 'Braum', 'Bard', 'Zyra', 'Shaco']]","['Moonstone Renewer', 'Redemption', 'Dawncore']",
swain,,,"[['Smolder', 'Hwei', 'Aurora', 'Orianna', 'Azir', 'Veigar', 'Vex', 'Xerath', 'Ziggs', 'Fizz', 'Zoe'], ['Sylas', 'Yasuo', 'Ahri', 'Syndra', 'Akali', 'LeBlanc', 'Malzahar', 'Lux', 'Ryze', 'Galio', 'Diana', 'Nasus', 'Cassiopeia', 'Talon'], ['Zed', 'Lissandra', 'Katarina', 'Vladimir', 'Twisted Fate', 'Aurelion Sol', 'Viktor', 'Kassadin', 'Garen']]",,,"['Malignance', ""Rylai's Crystal Scepter"", ""Zhonya's Hourglass""]",
swain,,,,,"[['Senna', 'Thresh', 'Lulu', 'Nami', 'Karma', 'Lux', 'Pyke', 'Milio', 'Seraphine', 'Xerath', 'Soraka', 'Zyra', 'Brand', 'Zilean', 'Pantheon', 'Taric', 'Sona', 'Shaco', 'Neeko', 'Hwei'], ['Nautilus', 'Rell', 'Alistar', 'Blitzcrank', ""Vel'Koz"", 'Maokai', 'Tahm Kench'], ['Rakan', 'Yuumi', 'Poppy']]","[""Rylai's Crystal Scepter"", ""Liandry's Torment"", ""Zhonya's Hourglass""]",
sylas,,,"[['Twisted Fate', 'Galio', 'Ryze', 'Vex', 'Garen', 'Swain', 'Neeko', 'Gragas', 'Quinn'], ['Yone', 'Zed', 'Lissandra', 'Smolder', 'Katarina', 'Syndra', 'Diana', 'Azir', 'Fizz', 'Viktor', 'Nasus', 'Talon', 'Aurelion Sol', 'Xerath', 'Kassadin', 'Corki', 'Ziggs', 'Lucian', 'Jayce', 'Akshan', 'Malphite', 'Tristana', 'Varus', 'Zeri', 'Kayle'], ['Yasuo', 'Ahri', 'LeBlanc', 'Akali', 'Orianna', 'Vladimir', 'Lux', 'Zoe', 'Irelia', 'Qiyana', 'Naafiri', 'Brand', 'Taliyah', ""Vel'Koz"", 'Kennen', 'Nunu & Willump', 'Rumble']]",,,"['Lich Bane', 'Shadowflame', ""Zhonya's Hourglass""]",
syndra,,,"[['Sylas', 'Lissandra', 'Fizz', 'Nasus', 'Aurelion Sol', 'Ekko', 'Zoe', 'Diana', 'Irelia', 'Talon', 'Cassiopeia', 'Naafiri', 'Taliyah', 'Gragas', 'Pantheon', 'Swain', 'Rumble'], ['Yone', 'Smolder', 'Azir', 'Ryze', 'Ziggs', 'Corki', 'Lucian', ""Vel'Koz"", 'Garen', 'Annie', 'Varus', 'Tristana', 'Jayce', 'Zeri', 'Quinn', 'Neeko', 'Kennen', 'Kayle', 'Malphite', 'Renekton'], ['Hwei', 'Ahri', 'Yasuo', 'Zed', 'Orianna', 'LeBlanc', 'Aurora', 'Xerath', 'Akali', 'Vex', 'Vladimir', 'Twisted Fate', 'Malzahar', 'Galio', 'Qiyana', 'Akshan', 'Brand']]",,,"[""Luden's Companion"", 'Shadowflame', ""Rabadon's Deathcap""]",
tahmkench,,,,,"[['Rakan', 'Morgana', 'Poppy', 'Brand', 'Zilean', 'Zyra', 'Swain', 'Taric', 'Neeko'], ['Nautilus', 'Lulu', 'Karma', 'Lux', 'Seraphine', 'Bard', 'Xerath', 'Sona', 'Maokai', 'Pantheon', 'Hwei', 'Renata Glasc', 'Shaco'], ['Nami', 'Milio', 'Yuumi', 'Alistar', 'Soraka', ""Vel'Koz""]]","['Heartsteel', 'Sunfire Aegis', 'Thornmail']",
tahmkench,"[['Darius', 'Sett', 'Mordekaiser', 'Volibear', 'Renekton', 'Ornn', 'Riven', 'Gnar', 'Yorick', 'Rumble', 'Vayne', 'Wukong', 'Kled', 'Yasuo', 'Poppy', 'Warwick', 'Ryze', 'Cassiopeia'], ['Garen', 'Nasus', 'Fiora', 'Smolder', 'Malphite', 'Jayce', 'Tryndamere', 'Dr. Mundo', 'Jax', 'Irelia', ""K'Sante"", 'Vladimir', 'Sion', 'Pantheon', 'Gragas', 'Trundle', 'Akali', 'Singed', 'Udyr', 'Varus', 'Heimerdinger'], ['Aatrox', 'Camille', 'Yone', 'Urgot', 'Shen', 'Kayle', 'Zac', 'Kennen', 'Quinn', 'Sylas', 'Zed']]",,,,,"['Heartsteel', 'Sunfire Aegis', 'Thornmail']",
taliyah,,,"[['Katarina', 'Lissandra', 'Ryze', 'Aurelion Sol', 'Malzahar', 'Diana', 'Cassiopeia', 'Garen', 'Jayce'], ['Yasuo', 'Hwei', 'Smolder', 'Syndra', 'Orianna', 'Zed', 'Akali', 'Twisted Fate', 'Lux', 'Azir', 'Anivia', 'Fizz', 'Irelia', 'Nasus', 'Akshan', 'Ziggs', 'Tristana', 'Corki', 'Brand', 'Annie'], ['Sylas', 'Yone', 'Ahri', 'Xerath', 'Vex', 'Talon', 'Galio', 'Viktor', 'Veigar', 'Kassadin', 'Qiyana', 'Ekko', 'Zoe', 'Lucian', ""Vel'Koz""]]",,,"[""Seraph's Embrace"", ""Liandry's Torment"", ""Zhonya's Hourglass""]",
taliyah,,"[[""Kha'Zix"", 'Jarvan IV', 'Kindred', 'Diana', 'Nocturne', 'Ekko', 'Master Yi', 'Fiddlesticks', 'Shaco', 'Briar', 'Xin Zhao', 'Nunu & Willump', 'Evelynn', 'Ivern', 'Talon', 'Rengar', 'Skarner', 'Gwen', 'Zed'], ['Lee Sin', 'Nidalee', 'Graves', 'Vi', 'Zac', 'Karthus', 'Gragas', 'Sylas', 'Warwick', 'Wukong', ""Rek'Sai"", 'Rammus', 'Maokai', 'Qiyana', 'Poppy'], ['Lillia', 'Viego', 'Amumu', 'Hecarim', 'Udyr', ""Bel'Veth"", 'Sejuani', 'Elise', 'Shyvana', 'Volibear', 'Brand', 'Zyra']]",,,,"['Blackfire Torch', ""Liandry's Torment"", ""Zhonya's Hourglass""]",
talon,,,"[['Sylas', 'Lissandra', 'Fizz', 'Garen', 'Zoe', 'Naafiri', 'Akshan', 'Brand', 'Pantheon', 'Neeko', 'Rumble', 'Quinn', 'Kayle', 'Swain'], ['Katarina', 'Akali', 'Hwei', 'Smolder', 'Aurora', 'Syndra', 'Lux', 'Malzahar', 'Irelia', 'Diana', 'Veigar', 'Viktor', 'Ekko', 'Kassadin', 'Cassiopeia', 'Ziggs', 'Lucian', 'Tristana', 'Jayce', 'Annie', 'Zeri', 'Renekton', 'Kennen', 'Nunu & Willump'], ['Yone', 'Ahri', 'Orianna', 'Twisted Fate', 'Galio', 'Vladimir', 'Ryze', 'Nasus', 'Qiyana', 'Aurelion Sol', 'Xerath', 'Anivia', 'Corki', 'Malphite', 'Varus', 'Gragas']]",,,"[""Youmuu's Ghostblade"", 'Profane Hydra', 'Edge of Night']",
talon,,"[['Hecarim', 'Udyr', 'Master Yi', 'Shyvana', 'Xin Zhao', 'Nunu & Willump', ""Bel'Veth"", 'Volibear', 'Rengar', 'Fiddlesticks', 'Warwick', 'Gragas', 'Skarner', 'Ivern', 'Qiyana', 'Maokai'], ['Lee Sin', 'Viego', 'Nidalee', 'Vi', 'Shaco', 'Kindred', 'Zac', 'Karthus', 'Sejuani', 'Briar', 'Evelynn', 'Brand', 'Zed', ""Rek'Sai"", 'Taliyah', 'Gwen', 'Sylas', 'Rammus', 'Poppy'], ['Lillia', ""Kha'Zix"", 'Graves', 'Jarvan IV', 'Ekko', 'Nocturne', 'Elise']]",,,,"[""Youmuu's Ghostblade"", 'Opportunity', 'Edge of Night']",
taric,,,,,"[['Nami', 'Soraka', 'Xerath', 'Brand', 'Maokai', 'Pantheon', 'Hwei', 'Amumu'], ['Thresh', 'Nautilus', 'Leona', 'Pyke', 'Lulu', 'Blitzcrank', 'Karma', 'Braum', 'Lux', 'Yuumi', 'Rakan', 'Poppy', 'Zyra', 'Morgana', 'Zilean', 'Swain', 'Tahm Kench', 'Renata Glasc', 'Shaco'], ['Senna', 'Rell', 'Alistar', 'Seraphine', 'Janna', 'Bard', 'Sona', ""Vel'Koz"", 'Neeko']]","['Tear of the Goddess', 'Locket of the Iron Solari', 'Fimbulwinter', ""Knight's Vow""]",
teemo,"[['Aatrox', 'Nasus', 'Mordekaiser', 'Camille', 'Ornn', 'Sion', 'Jayce', 'Dr. Mundo', 'Yorick', 'Kennen', 'Riven', 'Gangplank', 'Gragas', 'Ryze', 'Urgot', 'Olaf', 'Yasuo', 'Kled', 'Cassiopeia', 'Heimerdinger', 'Zed', 'Udyr'], ['Volibear', 'Fiora', 'Jax', 'Gnar', 'Illaoi', 'Rumble', 'Shen', 'Vayne', 'Wukong', 'Trundle', 'Singed', 'Sylas', 'Zac', 'Varus'], ['Garen', 'Darius', 'Renekton', 'Sett', 'Smolder', ""K'Sante"", 'Gwen', ""Cho'Gath"", 'Tahm Kench', 'Warwick']]",,,,,"[""Nashor's Tooth"", ""Liandry's Torment"", 'Malignance']",
thresh,,,,,"[['Pyke', 'Taric', 'Maokai', 'Shaco', 'Renata Glasc', 'Hwei', 'LeBlanc', 'Camille'], ['Nautilus', 'Yuumi', 'Sona', 'Pantheon', 'Swain', 'Ashe', 'Amumu'], ['Senna', 'Lulu', 'Blitzcrank', 'Seraphine', 'Milio', 'Rell', 'Alistar', 'Xerath', 'Soraka', 'Tahm Kench', 'Zac', 'Zoe', 'Shen']]","['Locket of the Iron Solari', ""Knight's Vow"", ""Zeke's Convergence""]",
